question_id,question,recall@1,recall@5,recall@10,mrr,latency_seconds,first_hit_rank
4hop3__310746_88460_30152_20999,There exists a country A that forms a boundary between Thailand and the country containing the Khong District. How were the people that the Ajuran Empire declared independence from by minting coins expelled from country A?,0,0,0,0.0,0.03977869999999939,
2hop__203437_152093,What label was responsible for the performer of Live Life Loud?,0,1,1,0.3333333333333333,0.04238589999999931,3
3hop2__9988_73205_70784,What region is to the north of what used to be known as Near East and the body of water between east africa and Arabian Peninsula?,0,0,0,0.0,0.02518519999999924,
3hop1__64957_87694_124169,"When was the position of Governor ended in the city that houses the head of Catholicism, and the basilica of the saint holding a knife in the Last Supper?",0,0,1,0.16666666666666666,0.02540100000000045,6
3hop1__671542_651917_47686,Where do greyhound buses leave from in the city where the performer of Darlings was born?,0,0,0,0.0,0.024099699999998947,
2hop__398344_439882,Who is the creator of the main character in the Steven the Sword Fighter series?,1,1,1,1.0,0.01971759999999989,1
2hop__31124_31122,What century did a notable subjective idealist live in?,1,1,1,1.0,0.05234849999999902,1
2hop__706038_14251,What line by a cast member of Birds of Feather is believed to have started the archie nickname?,0,0,1,0.125,0.048727700000000596,8
2hop__161507_77849,Who is the newly elected Chief Justice of the country where Masherbrum is located?,0,0,0,0.0,0.023520099999998934,
3hop2__79512_16214_84681,"When did the people who first imported slaves to New York, come to the country where Lord of the Rings was filmed?",0,0,1,0.14285714285714285,0.0472058999999998,7
2hop__671664_646310,What city is in the county where the Red Cross is located?,1,1,1,1.0,0.05523870000000031,1
3hop1__726561_132457_51423,What is the name of the castle in the city where the performers of Born A Lion was formed?,0,0,0,0.0,0.03659899999999894,
2hop__776637_87295,Who does the cast member from Julie play in Princess Diaries?,1,1,1,1.0,0.019755699999999266,1
2hop__2683_577502,Who married the governor who passed a law in honor of Donda West?,1,1,1,1.0,0.0475690999999987,1
2hop__155781_155922,What does the river that Darling Mills Creek turns into flow into?,1,1,1,1.0,0.020444299999999416,1
2hop__29339_40482,Who did the Huguenots in the state primary Edwards won outside of Georgia buy land from?,1,1,1,1.0,0.05288700000000013,1
2hop__33288_157788,What is an example of a railroad line in the country first to invade Manchuria?,0,0,1,0.125,0.017858300000000327,8
3hop1__389069_132457_47686,"Where do greyhound buses depart from, in the city where the performer of Sleep Is the Enemy was formed?",0,0,0,0.0,0.024196799999998575,
3hop1__504362_443779_52195,Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that Solor is a part of?,1,1,1,1.0,0.020568000000000808,1
4hop1__726391_153080_33952_34053,What was the wettest year in the second largest city of the state where the Oh Yeah performer is from?,1,1,1,1.0,0.04036819999999963,1
2hop__136214_483189,The person whom Sikyona is named after is part of what?,1,1,1,1.0,0.05754889999999868,1
4hop2__9988_261673_70784_79935,When was the region immediately north of the region that prevailed with the disgrace of Near East and the terrain feature on which shamal is located created?,1,1,1,1.0,0.05747160000000129,1
2hop__540035_113442,What date did the creator of The Blind Girl Die?,1,1,1,1.0,0.01796659999999939,1
3hop1__131783_131926_13165,What treaty ceded territory to the US extending west to the body of water by the location of the Minikahda Club?,1,1,1,1.0,0.050729399999999814,1
3hop2__326964_789654_7713,How long had Mao Yushi's birthplace been the capitol city of Yaxing Coach's headquarters location?,1,1,1,1.0,0.03140060000000133,1
2hop__247353_55227,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?,1,1,1,1.0,0.04822039999999994,1
3hop2__88342_93066_90766,When was the last time the team that won the American League East in 2017 and the Dodgers met in the championship event that precedes the MLB MVP award?,1,1,1,1.0,0.019705799999998774,1
2hop__123145_80420,Who was the first African American student to attend Stewart Patridge's university?,1,1,1,1.0,0.020598400000000794,1
2hop__29893_29905,How many mandatory transmitters of the owner and operator of most CBC TV stations were updated before the deadline?,1,1,1,1.0,0.01758899999999919,1
2hop__199513_13732,How old was Mary when engaged to the person from whom São José dos Campos takes it's name?,1,1,1,1.0,0.0212804000000002,1
3hop1__222497_309482_27537,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,1,1,1,1.0,0.019305499999999753,1
2hop__613959_135844,Who is the city that AvtoVAZ's headquarters is located in named after?,1,1,1,1.0,0.02088789999999996,1
3hop1__626214_503371_21711,3 When was the Palau de la Generalitat in the place of death of martin of the administrative territorial entity Navardun is located constructed?,1,1,1,1.0,0.02765740000000072,1
3hop1__848113_15840_36014,What was Nintendo's limit on games per developer per year on the abbreviation of the platform of Star Voyager?,1,1,1,1.0,0.017402199999999368,1
4hop3__405277_88460_30152_20999,How were the people from whom the new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and Ban Hinlat's country?,0,1,1,0.3333333333333333,0.021182500000000104,3
2hop__144303_483189,What mythology is the city where Eutychides was born in a part of?,1,1,1,1.0,0.04993520000000018,1
2hop__593688_292889,What country does team that Pa Amadou Gai is a member of play for?,1,1,1,1.0,0.01770570000000049,1
3hop2__30152_107291_20999,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Mohinga is eaten?",1,1,1,1.0,0.038610699999999554,1
3hop1__159802_39743_24526,"What is the average winter daytime temperature in the region where Richmond is found, in the state once governed by Andros?",0,0,0,0.0,0.024736900000000617,
2hop__22885_36240,"What specific part of the religious scripture that can be fit into a large, loose definition of legal literature does this document reference for Mary?",0,1,1,0.5,0.035066000000000486,2
2hop__58168_1783,Who was the mayor of New York during the time when the US had its highest unemployment rate?,1,1,1,1.0,0.02468239999999966,1
2hop__87589_362941,Where was the founder of the National Women's Party born?,0,0,0,0.0,0.037385000000000446,
4hop1__525129_315334_131926_90707,"Where does the body of water by the city where the Lots More Blues, Rags and Hollers performer was formed and the Ohio River meet?",1,1,1,1.0,0.02246680000000012,1
3hop1__92788_648104_13493,What series of wins did the sports team that the all time highest goal scorer in spain national team was a member or achieve in 2009?,0,0,1,0.1111111111111111,0.023111799999998794,9
2hop__35445_22458,What is the full name of the organization that publishes he Laws of the Game?,0,1,1,0.3333333333333333,0.0195009000000006,3
3hop1__46571_87694_64412,When did the city that contains the basilica named after the saint who is holding a knife in the last supper become a country?,0,0,1,0.14285714285714285,0.018761299999999537,7
3hop2__27069_92991_76291,When did the party of Oklahoma's US Senators take control of the body determining the rules of the US House and US Senate?,1,1,1,1.0,0.02029980000000009,1
2hop__496792_392646,A participant of the Battle of Brechin is an instance of?,0,0,0,0.0,0.036364400000000074,
4hop2__103790_39078_8987_8529,"Ivo Werner is from Country A that invaded Country B because their military branch that helped the Old West police was unprepared. When was the word ""Slavs"" used in the national anthem of country B?",1,1,1,1.0,0.048969899999999456,1
2hop__686395_141338,What company is Frederic Ewen's employer part of?,1,1,1,1.0,0.045567000000000135,1
3hop1__131820_59747_48534,"Who is Grant Park, in the largest city by population in the state where WEKL is found, named after?",1,1,1,1.0,0.025655399999999773,1
4hop1__310029_153080_33897_81096,Who won the Indy car race in the largest populated city in the state where the Jazz Portraits: Mingus in Wonderland performer is from?,1,1,1,1.0,0.03621069999999982,1
2hop__203985_524737,In what league did Jose Miranda's team compete?,0,1,1,0.5,0.020549800000001284,2
2hop__647996_551681,What is another notable work made by the author of Miss Sara Sampson?,1,1,1,1.0,0.04097820000000141,1
4hop3__312119_132409_223216_35031,Where does the city where Pathology was formed rank among the top five largest urban areas of the state where the performer of Getting Away With Murder was formed?,0,1,1,0.2,0.023319499999999493,5
2hop__215896_460425,What is the location of formation of the film company distributing The Boss?,0,1,1,0.5,0.023723099999999775,2
2hop__734582_74481,Who was played by the director of The Good Shepherd in The Godfather Part II?,0,0,1,0.16666666666666666,0.02138169999999917,6
2hop__48481_319887,Where was the actor who plays Kurt in Daddy's Home 2 educated?,0,0,0,0.0,0.020814899999999525,
2hop__52283_75184,Who play's Marty's girlfriend in back to the future?,0,1,1,0.2,0.022124099999999203,5
4hop1__696484_49925_13759_736921,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,1,1,1,1.0,0.022948100000000693,1
3hop1__108062_720914_41132,How many times did plague occur in the place where La Bella's artist died?,1,1,1,1.0,0.03512130000000013,1
4hop3__668721_132409_371500_35031,Where does the city where Veoh's headquarters is located rank in the top five largest urban areas of the state where The Paramour Sessions' performers were formed?,0,0,0,0.0,0.025432599999998473,
2hop__386236_350892,Where was Osbert Sitwell's sibling educated?,1,1,1,1.0,0.0421175999999992,1
2hop__59612_42429,When did the French and Indian War end on the continent where London Broil comes from?,0,1,1,0.5,0.02210589999999968,2
2hop__506035_325512,In which county was Larkin I. Smith born?,1,1,1,1.0,0.029148899999999145,1
3hop1__617062_127905_80286,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,0,1,1,0.2,0.0189585000000001,5
2hop__71034_343058,Who is the spouse of the person who sang holding out for a hero in shrek 2?,1,1,1,1.0,0.01806140000000056,1
2hop__189094_612080,What league does the team that occupies the Rabat Ajax Football Ground belong to?,1,1,1,1.0,0.01886279999999907,1
4hop3__668721_132409_146285_35031,"In the top five largest urban areas in the state where the performer of The Paramour Sessions was from, where does the place of death for Alexander Golitzen rank?",0,0,1,0.1111111111111111,0.022224100000000746,9
2hop__88906_55840,"In the King's Speech, who played the person who was the King of England in 1950?",1,1,1,1.0,0.03241400000000105,1
4hop2__161324_14670_8987_8529,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of the country occupied by the Nazi's. When was the word ""Slavs"" used in the national anthem of the unprepared country?",1,1,1,1.0,0.02447900000000125,1
2hop__708145_30351,Who did Hayek work for upon being hired by the author of Bureaucracy?,1,1,1,1.0,0.025673799999999858,1
2hop__59048_827343,Whose sister played Susie in miracle on 34th street?,0,0,0,0.0,0.020485199999999537,
4hop1__802394_153080_159767_81096,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,0,1,1,0.3333333333333333,0.041854100000000116,3
3hop1__801799_547811_80702,What is the name of the famous bridge in the place of birth of the composer of La fida ninfa?,1,1,1,1.0,0.050073799999999835,1
2hop__128420_375952,What county is the city where KQBA is located?,0,1,1,0.5,0.04665929999999996,2
3hop1__79039_131926_89261,Where does the body of water by the home of the Juicy Lucy empty into the gulf of Mexico?,1,1,1,1.0,0.022187399999999968,1
4hop1__341777_508773_85832_745702,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",0,1,1,0.3333333333333333,0.08553329999999981,3
3hop1__302383_503371_21711,When was the Palau de la Generalitat constructed in the city where Martin from the region where Codo is located died?,1,1,1,1.0,0.03782550000000029,1
2hop__42027_42004,"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",1,1,1,1.0,0.01751710000000095,1
2hop__644898_64046,Who plays the prison warden in the second movie in the series with the same name as the place where James Trainer died?,0,0,0,0.0,0.03625590000000045,
2hop__30741_85990,Who were the leaders of the opposition of the party that dominated until the mid-20th century?,0,0,0,0.0,0.04523259999999851,
2hop__315246_88622,Who is the head of the developer of Simon?,0,0,0,0.0,0.05900660000000002,
3hop2__11282_57233_56883,The native country of emu birds started conscription. This occurred during the war depicted in The Things They Carried. What year did the draft start?,0,1,1,0.2,0.055576099999999684,5
2hop__22431_16335,Ashkenazi Jews and the largest single groups of foreigners in 2010 may be genetically similar due to what two factors?,1,1,1,1.0,0.03746320000000125,1
