question_id,question,subquery_count,candidate_count,gold_in_candidates,recall@1,recall@5,recall@10,mrr,first_gold_rank,latency_seconds
3hop1__131110_39743_24526,"In the state that includes Walnut Spring, what's the typical winter daytime temperature range in the region of Richmond?",3,75,1,1,1,1,1.0,1,63.575808399999005
2hop__35137_22932,Which interpretation of the work of the writer of The Canon of Medicine was taught more in Islamic schools?,2,47,1,0,1,1,0.5,2,49.928434800000105
2hop__21103_16335,Italians and the group of Jews representing the bulk of modern Jewry may be genetically similar due to what two factors?,2,43,1,0,1,1,0.5,2,43.88478579999901
4hop1__178366_229349_66759_75165,There is a state A where Storm of the Century was filmed based on the book by the author who wrote a short story featuring the author of This Is My God. What is the population of state A?,4,98,1,0,1,1,0.5,2,34.17120629999954
3hop1__255970_831637_91775,The military unit that operates destroyers and once had a ship named the USS Sanderling has a force called the seals. What does seal stand for?,3,66,1,1,1,1,1.0,1,19.09035600000061
2hop__91021_19033,Where did the wrestler who has held the intercontinental championship the most times win in 2008?,2,48,1,1,1,1,1.0,1,18.89772669999911
2hop__310112_88165,Who did Haran's sibling marry after the death of sarah?,2,49,1,1,1,1,1.0,1,16.37636200000088
2hop__130508_32379,What is the oldest college in the state that contains Borough House Plantation?,2,50,1,1,1,1,1.0,1,16.89581039999939
2hop__449673_91104,What is the experimental satellite which was the forerunner to the communication satellite of the operator of the RESOURCESAT-2 called?,2,48,1,1,1,1,1.0,1,17.109475199998997
2hop__569582_304416,What record label is the performer of Almost Made Ya signed to?,2,48,1,1,1,1,1.0,1,17.142493899998954
2hop__47808_198548,Who is the wife of the actor of Grace's boyfriend in Frankie and Grace?,2,49,1,0,1,1,0.5,2,18.826671999999235
3hop1__92991_78276_68042,When did the majority party in the body which determines the rules of the US House and US Senate gain control of the House?,3,71,1,0,0,1,0.125,8,27.611039799998252
2hop__31094_31122,The author of Alciphron lived in what century?,2,49,1,0,1,1,0.5,2,16.488317799998185
2hop__603598_25719,At the end of what year did the tribes from the place where the Rossen culture is located invade the Roman Empire?,2,50,1,0,1,1,0.5,2,20.38677629999802
4hop1__152562_5274_458768_33637,How many ethnic minorities were looked at differently in the city where the headquarters of the only group larger than Vilaiyaadu Mankatha's record label is located?,4,92,1,0,0,0,0.0,,39.7794243999997
2hop__428940_135373,After what is the body of water Partridge Lake is part of named?,2,49,1,1,1,1,1.0,1,34.26634670000203
3hop1__79039_131926_13165,What treaty ceded territory to the US extending west to the river next to the city that's the home of the Juicy Lucy?,3,75,1,0,1,1,0.2,5,52.49526160000096
2hop__32441_274635,In which military branch did the other president besides Taft that Jenkins Orphanage played for serve?,2,47,1,0,1,1,0.2,5,38.84961800000019
2hop__14092_8311,When was John's eldest son crowned?,2,49,1,1,1,1,1.0,1,38.953763600002276
3hop1__108833_720914_27537,Why did Roncalli leave the place where artist who made The Bacchanal of the Andrians died?,3,74,1,1,1,1,1.0,1,53.950981000001775
3hop2__304722_590317_63959,When was the last time the team that Terry Twell was a member of beat the 194-95 winner of the FA Cup?,3,74,1,1,1,1,1.0,1,59.1962237000007
3hop1__699454_831637_91775,"What does seal stand for in the U.S. military branch that operates a list of destroyer classes, as well as the USS Sable?",3,70,1,1,1,1,1.0,1,41.19461239999873
2hop__754753_57816,What is the U.S. News ranking of the law school at Carlos Alvarez's employer?,2,49,1,1,1,1,1.0,1,32.215050200000405
4hop1__152562_5274_458768_33677,Vilaiyaadu Mankatha's record label has just one company that is larger than it. When was the most recent Bicycle Friendly Community award given to the city where the headquarters of that larger company lies?,4,92,1,0,1,1,0.5,2,59.48371220000263
4hop2__71753_158279_70784_61381,When was the region immediately north of the region where Israel is located and the final destination for the export crops established?,4,99,1,0,0,1,0.1111111111111111,9,75.34009009999863
4hop1__39871_314549_131976_56103,"When do hurricanes occur in the ocean that borders the state where Williamsburg, Main Street Station and another share a track?",4,99,1,0,1,1,0.5,2,72.27318640000158
2hop__2682_577502,Who is the spouse of the famous governor signing legislation in honor of Donda West's death?,2,49,1,1,1,1,1.0,1,37.727952899997035
3hop1__68802_89752_49923,How many counties are there in the largest state in the region where the film The Family Stone was set?,3,75,1,0,1,1,0.25,4,54.89486879999822
4hop1__88342_75218_128008_80286,who has had the most hits in the league that includes the team that has played the most games of the type played just before the league MVP is awarded?,4,88,1,0,0,0,0.0,,77.07654050000201
4hop3__310746_88460_30152_20999,There exists a country A that forms a boundary between Thailand and the country containing the Khong District. How were the people that the Ajuran Empire declared independence from by minting coins expelled from country A?,4,99,1,0,1,1,0.5,2,80.60510820000127
2hop__203437_152093,What label was responsible for the performer of Live Life Loud?,2,49,1,1,1,1,1.0,1,31.22161920000144
3hop2__9988_73205_70784,What region is to the north of what used to be known as Near East and the body of water between east africa and Arabian Peninsula?,3,70,1,0,0,1,0.14285714285714285,7,48.593713000002026
3hop1__64957_87694_124169,"When was the position of Governor ended in the city that houses the head of Catholicism, and the basilica of the saint holding a knife in the Last Supper?",3,74,1,1,1,1,1.0,1,54.87005769999814
3hop1__671542_651917_47686,Where do greyhound buses leave from in the city where the performer of Darlings was born?,3,74,1,1,1,1,1.0,1,50.341476699999475
2hop__398344_439882,Who is the creator of the main character in the Steven the Sword Fighter series?,2,46,1,1,1,1,1.0,1,31.957902899997862
2hop__31124_31122,What century did a notable subjective idealist live in?,2,49,1,1,1,1,1.0,1,34.74262780000208
2hop__706038_14251,What line by a cast member of Birds of Feather is believed to have started the archie nickname?,2,49,1,0,1,1,0.5,2,36.91600810000091
2hop__161507_77849,Who is the newly elected Chief Justice of the country where Masherbrum is located?,2,50,1,0,1,1,0.5,2,31.881479200001195
3hop2__79512_16214_84681,"When did the people who first imported slaves to New York, come to the country where Lord of the Rings was filmed?",3,74,1,0,1,1,0.25,4,56.67631540000002
2hop__671664_646310,What city is in the county where the Red Cross is located?,2,47,1,1,1,1,1.0,1,29.520417200001248
3hop1__726561_132457_51423,What is the name of the castle in the city where the performers of Born A Lion was formed?,3,73,1,1,1,1,1.0,1,50.64656019999893
2hop__776637_87295,Who does the cast member from Julie play in Princess Diaries?,2,50,1,1,1,1,1.0,1,33.295041299999866
2hop__2683_577502,Who married the governor who passed a law in honor of Donda West?,2,49,1,1,1,1,1.0,1,36.76535959999819
2hop__155781_155922,What does the river that Darling Mills Creek turns into flow into?,2,48,1,1,1,1,1.0,1,30.697878000002675
2hop__29339_40482,Who did the Huguenots in the state primary Edwards won outside of Georgia buy land from?,2,50,1,1,1,1,1.0,1,42.299891200000275
2hop__33288_157788,What is an example of a railroad line in the country first to invade Manchuria?,2,50,1,0,1,1,0.5,2,37.724416799999744
3hop1__389069_132457_47686,"Where do greyhound buses depart from, in the city where the performer of Sleep Is the Enemy was formed?",3,74,1,1,1,1,1.0,1,52.83249779999824
3hop1__504362_443779_52195,Who is the president of the new country that jointly established a Commission of Truth and Friendship with the country that Solor is a part of?,3,68,1,1,1,1,1.0,1,50.63683289999972
4hop1__726391_153080_33952_34053,What was the wettest year in the second largest city of the state where the Oh Yeah performer is from?,4,97,1,0,1,1,0.5,2,60.88775610000084
2hop__136214_483189,The person whom Sikyona is named after is part of what?,2,49,1,1,1,1,1.0,1,32.99668229999952
4hop2__9988_261673_70784_79935,When was the region immediately north of the region that prevailed with the disgrace of Near East and the terrain feature on which shamal is located created?,4,97,1,1,1,1,1.0,1,63.13059720000092
2hop__540035_113442,What date did the creator of The Blind Girl Die?,2,49,1,1,1,1,1.0,1,34.49948290000248
3hop1__131783_131926_13165,What treaty ceded territory to the US extending west to the body of water by the location of the Minikahda Club?,3,75,1,1,1,1,1.0,1,46.842469999999594
3hop2__326964_789654_7713,How long had Mao Yushi's birthplace been the capitol city of Yaxing Coach's headquarters location?,3,74,1,1,1,1,1.0,1,53.896426299997984
2hop__247353_55227,Who plays the wife of Here Comes the Boom's screenwriter in Grown Ups?,2,50,1,1,1,1,1.0,1,32.71304500000042
3hop2__88342_93066_90766,When was the last time the team that won the American League East in 2017 and the Dodgers met in the championship event that precedes the MLB MVP award?,3,68,1,0,1,1,0.2,5,61.61812049999935
2hop__123145_80420,Who was the first African American student to attend Stewart Patridge's university?,2,47,1,1,1,1,1.0,1,30.08778270000039
2hop__29893_29905,How many mandatory transmitters of the owner and operator of most CBC TV stations were updated before the deadline?,2,42,1,1,1,1,1.0,1,36.51629480000338
2hop__199513_13732,How old was Mary when engaged to the person from whom São José dos Campos takes it's name?,2,50,1,1,1,1,1.0,1,28.126906399997097
3hop1__222497_309482_27537,Why did Roncalli leave the place where the composer of Al gran sole carico d'amore worked?,3,74,1,1,1,1,1.0,1,57.39006239999799
2hop__613959_135844,Who is the city that AvtoVAZ's headquarters is located in named after?,2,49,1,1,1,1,1.0,1,25.19896069999959
3hop1__626214_503371_21711,3 When was the Palau de la Generalitat in the place of death of martin of the administrative territorial entity Navardun is located constructed?,3,75,1,1,1,1,1.0,1,47.728399399999034
3hop1__848113_15840_36014,What was Nintendo's limit on games per developer per year on the abbreviation of the platform of Star Voyager?,3,65,1,1,1,1,1.0,1,40.04960109999956
4hop3__405277_88460_30152_20999,How were the people from whom the new coins were a proclamation of independence by the Somali Muslim Ajuran Empire expelled from the country between Thailand and Ban Hinlat's country?,4,99,1,0,1,1,0.5,2,72.2489330999997
2hop__144303_483189,What mythology is the city where Eutychides was born in a part of?,2,49,1,1,1,1,1.0,1,31.573037699999986
2hop__593688_292889,What country does team that Pa Amadou Gai is a member of play for?,2,49,1,1,1,1,1.0,1,29.191715099997964
3hop2__30152_107291_20999,"How were the people that the Somali Muslim Ajuran Empire made coins to proclaim independence from, expelled from the country where Mohinga is eaten?",3,74,1,1,1,1,1.0,1,57.42689999999857
3hop1__159802_39743_24526,"What is the average winter daytime temperature in the region where Richmond is found, in the state once governed by Andros?",3,75,1,0,1,1,0.5,2,62.360563099999126
2hop__22885_36240,"What specific part of the religious scripture that can be fit into a large, loose definition of legal literature does this document reference for Mary?",2,47,1,1,1,1,1.0,1,38.34466650000104
2hop__58168_1783,Who was the mayor of New York during the time when the US had its highest unemployment rate?,2,50,1,0,1,1,0.5,2,37.826668800000334
2hop__87589_362941,Where was the founder of the National Women's Party born?,2,48,1,0,1,1,0.5,2,37.762533500001155
4hop1__525129_315334_131926_90707,"Where does the body of water by the city where the Lots More Blues, Rags and Hollers performer was formed and the Ohio River meet?",4,99,1,1,1,1,1.0,1,55.40304119999928
3hop1__92788_648104_13493,What series of wins did the sports team that the all time highest goal scorer in spain national team was a member or achieve in 2009?,3,75,1,0,1,1,0.2,5,56.01824570000099
2hop__35445_22458,What is the full name of the organization that publishes he Laws of the Game?,2,50,1,1,1,1,1.0,1,34.20022020000033
3hop1__46571_87694_64412,When did the city that contains the basilica named after the saint who is holding a knife in the last supper become a country?,3,74,1,1,1,1,1.0,1,54.02040870000201
3hop2__27069_92991_76291,When did the party of Oklahoma's US Senators take control of the body determining the rules of the US House and US Senate?,3,70,1,0,1,1,0.25,4,46.6778278999991
2hop__496792_392646,A participant of the Battle of Brechin is an instance of?,2,50,1,0,0,1,0.14285714285714285,7,28.34439569999813
4hop2__103790_39078_8987_8529,"Ivo Werner is from Country A that invaded Country B because their military branch that helped the Old West police was unprepared. When was the word ""Slavs"" used in the national anthem of country B?",4,100,1,1,1,1,1.0,1,77.8695269000018
2hop__686395_141338,What company is Frederic Ewen's employer part of?,2,49,1,1,1,1,1.0,1,31.952827700002672
3hop1__131820_59747_48534,"Who is Grant Park, in the largest city by population in the state where WEKL is found, named after?",3,75,1,1,1,1,1.0,1,52.47289049999745
4hop1__310029_153080_33897_81096,Who won the Indy car race in the largest populated city in the state where the Jazz Portraits: Mingus in Wonderland performer is from?,4,87,1,1,1,1,1.0,1,56.69981189999817
2hop__203985_524737,In what league did Jose Miranda's team compete?,2,49,1,1,1,1,1.0,1,40.18022100000235
2hop__647996_551681,What is another notable work made by the author of Miss Sara Sampson?,2,49,1,1,1,1,1.0,1,31.22338739999759
4hop3__312119_132409_223216_35031,Where does the city where Pathology was formed rank among the top five largest urban areas of the state where the performer of Getting Away With Murder was formed?,4,98,1,1,1,1,1.0,1,69.6718815000022
2hop__215896_460425,What is the location of formation of the film company distributing The Boss?,2,48,1,1,1,1,1.0,1,24.575367299999925
2hop__734582_74481,Who was played by the director of The Good Shepherd in The Godfather Part II?,2,48,1,1,1,1,1.0,1,24.623165699998935
2hop__48481_319887,Where was the actor who plays Kurt in Daddy's Home 2 educated?,2,50,1,0,1,1,0.5,2,25.457156899999973
2hop__52283_75184,Who play's Marty's girlfriend in back to the future?,2,36,1,0,1,1,0.2,5,25.646264200000587
4hop1__696484_49925_13759_736921,Where is the district that the person who wanted to reform and address Bernhard Lichtenberg's religion preached a sermon on Marian devotion before his death located?,4,99,1,1,1,1,1.0,1,69.4449738000003
3hop1__108062_720914_41132,How many times did plague occur in the place where La Bella's artist died?,3,74,1,1,1,1,1.0,1,46.83590259999983
4hop3__668721_132409_371500_35031,Where does the city where Veoh's headquarters is located rank in the top five largest urban areas of the state where The Paramour Sessions' performers were formed?,4,99,1,1,1,1,1.0,1,64.23003999999855
2hop__386236_350892,Where was Osbert Sitwell's sibling educated?,2,48,1,1,1,1,1.0,1,31.11379880000095
2hop__59612_42429,When did the French and Indian War end on the continent where London Broil comes from?,2,50,1,0,1,1,0.2,5,39.20527769999899
2hop__506035_325512,In which county was Larkin I. Smith born?,2,50,1,1,1,1,1.0,1,35.22001200000159
3hop1__617062_127905_80286,Who has the most hits in the history of the organization that includes the team Jim Wilson was released by?,3,74,1,0,1,1,0.5,2,51.78936170000088
2hop__71034_343058,Who is the spouse of the person who sang holding out for a hero in shrek 2?,2,48,1,1,1,1,1.0,1,36.13860039999781
2hop__189094_612080,What league does the team that occupies the Rabat Ajax Football Ground belong to?,2,36,1,1,1,1,1.0,1,26.092601799999102
4hop3__668721_132409_146285_35031,"In the top five largest urban areas in the state where the performer of The Paramour Sessions was from, where does the place of death for Alexander Golitzen rank?",4,99,1,0,1,1,0.3333333333333333,3,76.82376740000109
2hop__88906_55840,"In the King's Speech, who played the person who was the King of England in 1950?",2,48,1,1,1,1,1.0,1,31.74715130000186
4hop2__161324_14670_8987_8529,"A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of the country occupied by the Nazi's. When was the word ""Slavs"" used in the national anthem of the unprepared country?",4,96,1,1,1,1,1.0,1,79.46935600000143
2hop__708145_30351,Who did Hayek work for upon being hired by the author of Bureaucracy?,2,49,1,1,1,1,1.0,1,36.76358380000238
2hop__59048_827343,Whose sister played Susie in miracle on 34th street?,2,49,1,0,1,1,0.3333333333333333,3,28.098881900001288
4hop1__802394_153080_159767_81096,An Indy car race was held in the capital of the state where the performer of Mingus Plays Piano was born. Who won the race?,4,88,1,1,1,1,1.0,1,49.789685999996436
3hop1__801799_547811_80702,What is the name of the famous bridge in the place of birth of the composer of La fida ninfa?,3,73,1,1,1,1,1.0,1,45.31613799999832
2hop__128420_375952,What county is the city where KQBA is located?,2,49,1,1,1,1,1.0,1,31.819651599998906
3hop1__79039_131926_89261,Where does the body of water by the home of the Juicy Lucy empty into the gulf of Mexico?,3,75,1,0,1,1,0.5,2,34.707829399998445
4hop1__341777_508773_85832_745702,"Who was the child of the Italian navigator who sailed for England, and explored the eastern coast of the continent where the birthplace of Eduardo Cuervo is found?",4,95,1,1,1,1,1.0,1,64.90642529999968
3hop1__302383_503371_21711,When was the Palau de la Generalitat constructed in the city where Martin from the region where Codo is located died?,3,74,1,1,1,1,1.0,1,47.646488400001545
2hop__42027_42004,"Since 2004, what is the location of the body to which, if a matter is not specifically reserved, it is devolved?",2,48,1,1,1,1,1.0,1,40.14264739999999
2hop__644898_64046,Who plays the prison warden in the second movie in the series with the same name as the place where James Trainer died?,2,50,1,0,1,1,0.5,2,33.931776499997795
2hop__30741_85990,Who were the leaders of the opposition of the party that dominated until the mid-20th century?,2,49,1,0,0,0,0.0,,33.20616970000265
2hop__315246_88622,Who is the head of the developer of Simon?,2,49,1,1,1,1,1.0,1,33.4503883000034
3hop2__11282_57233_56883,The native country of emu birds started conscription. This occurred during the war depicted in The Things They Carried. What year did the draft start?,3,75,1,1,1,1,1.0,1,52.71851460000107
2hop__22431_16335,Ashkenazi Jews and the largest single groups of foreigners in 2010 may be genetically similar due to what two factors?,2,50,1,1,1,1,1.0,1,51.078088400001434
